serial,epoch,datasize,batchsize,input_width,input_height,input_dim,output_dim,max_core,executor_cores,task_cpus,driver_core,executor_instances,driver_memory,executor_memory,parallelism
1941,1,60000,1260,29,6,174,120,42,7,1,3,6,6g,15g,1
1942,1,60000,600,17,18,306,25,20,5,1,5,4,9g,22g,1
1943,1,60000,60,41,43,1763,89,2,2,1,2,1,3g,8g,1
1944,1,60000,120,8,21,168,113,4,1,1,2,4,10g,28g,1
1945,1,60000,840,32,46,1472,49,28,4,1,5,7,4g,13g,1
1946,1,60000,900,20,33,660,81,30,6,1,4,5,13g,21g,1
1947,1,60000,180,44,9,396,17,6,3,1,7,2,7g,6g,1
1948,1,60000,540,14,39,546,97,18,6,1,6,3,2g,24g,1
1949,1,60000,540,38,15,570,33,18,3,1,3,6,9g,10g,1
1950,1,60000,300,2,3,6,65,10,2,1,4,5,5g,17g,1
1951,1,60000,300,26,27,702,1,10,5,1,1,2,12g,3g,1
1952,1,60000,600,16,25,400,87,20,4,1,7,5,4g,16g,1
1953,1,60000,420,41,49,2009,23,14,7,1,4,2,10g,1g,1
1954,1,60000,450,4,37,148,119,15,5,1,5,3,7g,23g,1
1955,1,60000,360,28,13,364,55,12,2,1,2,6,13g,8g,1
1956,1,60000,480,10,43,430,71,16,4,1,2,4,8g,19g,1
1957,1,60000,30,34,19,646,7,1,1,1,5,1,2g,5g,1
1958,1,60000,270,22,7,154,103,9,3,1,3,3,12g,27g,1
1959,1,60000,1080,47,31,1457,39,36,6,1,6,6,5g,12g,1
1960,1,60000,1050,7,10,70,15,35,7,1,6,5,11g,21g,1
1961,1,60000,240,31,34,1054,79,8,4,1,3,2,4g,7g,1
1962,1,60000,240,19,46,874,47,8,2,1,4,4,8g,28g,1
1963,1,60000,1050,44,22,968,111,35,5,1,1,7,1g,14g,1
1964,1,60000,240,25,28,700,31,8,2,1,2,4,6g,17g,1
1965,1,60000,150,50,3,150,95,5,5,1,5,1,12g,3g,1
1966,1,60000,540,13,16,208,63,18,6,1,4,3,3g,25g,1
1967,1,60000,540,37,40,1480,126,18,3,1,7,6,9g,10g,1
1968,1,60000,120,11,33,363,99,4,2,1,5,2,13g,9g,1
1969,1,60000,750,36,8,288,35,25,5,1,2,5,6g,24g,1
1970,1,60000,1260,24,20,480,67,42,6,1,6,7,10g,2g,1
1971,1,60000,360,48,45,2160,3,12,3,1,3,4,3g,17g,1
1972,1,60000,180,18,2,36,115,6,6,1,3,1,5g,13g,1
1973,1,60000,360,42,26,1092,51,12,3,1,6,4,11g,27g,1
1974,1,60000,180,5,39,195,83,6,1,1,1,6,2g,6g,1
1975,1,60000,360,30,14,420,19,12,4,1,4,3,8g,20g,1
1976,1,60000,300,21,48,1008,59,10,5,1,5,2,2g,15g,1
1977,1,60000,300,45,23,1035,122,10,2,1,2,5,9g,29g,1
1978,1,60000,840,8,11,88,27,28,4,1,6,7,6g,8g,1
1979,1,60000,840,33,36,1188,91,28,7,1,3,4,12g,22g,1
1980,1,60000,180,2,17,34,43,6,3,1,4,2,10g,11g,1
1981,1,60000,900,27,42,1134,107,30,6,1,7,5,4g,26g,1
1982,1,60000,900,15,29,435,11,30,5,1,2,6,14g,4g,1
1983,1,60000,180,39,5,195,75,6,2,1,5,3,7g,18g,1
1984,1,60000,840,22,29,638,123,28,7,1,4,4,3g,6g,1
1985,1,60000,120,46,5,230,60,4,4,1,1,1,10g,20g,1
1986,1,60000,180,10,17,170,92,6,2,1,6,3,6g,13g,1
1987,1,60000,900,34,41,1394,28,30,5,1,3,6,13g,28g,1
1988,1,60000,150,3,11,33,108,5,1,1,3,5,8g,2g,1
1989,1,60000,240,28,35,980,44,8,4,1,6,2,2g,17g,1
1990,1,60000,540,16,47,752,76,18,6,1,2,3,11g,10g,1
1991,1,60000,540,40,23,920,12,18,3,1,5,6,5g,24g,1
1992,1,60000,600,13,38,494,36,20,4,1,5,5,12g,4g,1
1993,1,60000,420,37,14,518,100,14,7,1,2,2,6g,19g,1
1994,1,60000,450,25,2,50,4,15,5,1,7,3,9g,11g,1
1995,1,60000,360,49,26,1274,68,12,2,1,4,6,2g,26g,1
1996,1,60000,750,19,20,380,52,25,5,1,3,5,7g,8g,1
1997,1,60000,120,43,44,1892,116,4,2,1,6,2,14g,22g,1
1998,1,60000,360,6,32,192,20,12,3,1,1,4,4g,15g,1
1999,1,60000,1260,31,8,248,84,42,6,1,4,7,11g,30g,1
2000,1,60000,150,5,15,75,80,5,5,1,6,1,13g,27g,1
2001,1,60000,240,29,40,1160,16,8,2,1,3,4,7g,12g,1
2002,1,60000,540,17,28,476,112,18,3,1,5,6,10g,20g,1
2003,1,60000,540,42,3,126,48,18,6,1,2,3,4g,5g,1
2004,1,60000,180,23,46,1058,96,6,3,1,2,2,5g,23g,1
2005,1,60000,900,48,21,1008,32,30,6,1,5,5,12g,9g,1
2006,1,60000,840,11,9,99,127,28,4,1,4,7,2g,16g,1
2007,1,60000,120,36,34,1224,64,4,1,1,7,4,9g,1g,1
2008,1,60000,120,14,6,84,24,4,2,1,7,2,1g,25g,1
2009,1,60000,750,39,31,1209,88,25,5,1,4,5,8g,10g,1
2010,1,60000,1260,2,43,86,56,42,7,1,5,6,4g,18g,1
2011,1,60000,360,26,18,468,120,12,4,1,2,3,11g,3g,1
2012,1,60000,360,8,37,296,8,12,6,1,1,2,9g,29g,1
2013,1,60000,450,33,12,396,72,15,3,1,4,5,3g,14g,1
2014,1,60000,420,20,25,500,40,14,2,1,3,7,13g,21g,1
2015,1,60000,600,45,49,2205,104,20,5,1,6,4,6g,7g,1
2016,1,60000,540,9,4,36,50,18,3,1,2,6,8g,23g,1
2017,1,60000,540,33,28,924,114,18,6,1,5,3,1g,8g,1
2018,1,60000,150,21,41,861,18,5,5,1,3,1,11g,30g,1
2019,1,60000,240,46,16,736,82,8,2,1,6,4,4g,15g,1
2020,1,60000,900,15,34,510,34,30,5,1,6,6,3g,19g,1
2021,1,60000,180,39,10,390,98,6,2,1,3,3,9g,5g,1
2022,1,60000,240,3,22,66,2,8,4,1,4,2,6g,26g,1
2023,1,60000,1050,27,47,1269,66,35,7,1,1,5,12g,12g,1
2024,1,60000,1080,24,19,456,106,36,6,1,1,6,7g,17g,1
2025,1,60000,270,49,44,2156,42,9,3,1,4,3,13g,3g,1
2026,1,60000,30,12,31,372,74,1,1,1,3,1,3g,25g,1
2027,1,60000,480,36,7,252,10,16,4,1,6,4,10g,10g,1
2028,1,60000,420,6,50,300,121,14,2,1,7,7,12g,21g,1
2029,1,60000,600,30,25,750,58,20,5,1,4,4,5g,6g,1
2030,1,60000,360,18,13,234,90,12,6,1,5,2,8g,28g,1
2031,1,60000,450,42,38,1596,26,15,3,1,2,5,2g,14g,1
2032,1,60000,90,16,42,672,6,3,1,1,4,3,5g,15g,1
2033,1,60000,720,41,18,738,70,24,4,1,7,6,12g,29g,1
2034,1,60000,720,4,5,20,38,24,6,1,2,4,2g,7g,1
2035,1,60000,90,29,30,870,102,3,3,1,5,1,9g,22g,1
2036,1,60000,840,10,24,240,22,28,7,1,5,4,14g,11g,1
2037,1,60000,840,35,48,1680,86,28,4,1,2,7,7g,25g,1
2038,1,60000,300,23,36,828,54,10,2,1,6,5,10g,4g,1
2039,1,60000,300,47,12,564,118,10,5,1,3,2,4g,18g,1
2040,1,60000,360,1,27,27,94,12,4,1,3,3,10g,9g,1
2041,1,60000,180,26,2,52,30,6,1,1,6,6,3g,24g,1
2042,1,60000,450,13,15,195,125,15,3,1,1,5,13g,2g,1
2043,1,60000,360,38,39,1482,62,12,6,1,4,2,6g,16g,1
2044,1,60000,360,19,8,152,78,12,3,1,5,4,1g,13g,1
2045,1,60000,1260,44,33,1452,14,42,6,1,2,7,8g,27g,1
2046,1,60000,750,7,45,315,110,25,5,1,6,5,5g,5g,1
2047,1,60000,120,32,21,672,46,4,2,1,3,2,11g,20g,1
2048,1,60000,450,16,30,480,52,15,3,1,4,5,13g,11g,1
2049,1,60000,360,41,6,246,116,12,6,1,1,2,6g,25g,1
2050,1,60000,360,4,18,72,21,12,4,1,6,3,10g,4g,1
2051,1,60000,180,29,43,1247,84,6,1,1,3,6,3g,18g,1
2052,1,60000,600,10,12,120,36,20,5,1,4,4,5g,14g,1
2053,1,60000,60,35,36,1260,100,2,2,1,7,1,11g,29g,1
2054,1,60000,360,22,49,1078,5,12,4,1,2,3,2g,7g,1
2055,1,60000,1260,47,24,1128,68,42,7,1,5,6,8g,22g,1
2056,1,60000,900,1,40,40,108,30,6,1,5,5,2g,13g,1
2057,1,60000,180,26,15,390,44,6,3,1,2,2,9g,27g,1
2058,1,60000,120,13,3,39,76,4,1,1,6,4,6g,5g,1
2059,1,60000,840,38,27,1026,13,28,4,1,3,7,12g,20g,1
2060,1,60000,300,19,21,399,124,10,2,1,3,5,11g,9g,1
2061,1,60000,300,44,46,2024,60,10,5,1,6,2,4g,24g,1
2062,1,60000,540,7,33,231,92,18,6,1,1,3,14g,2g,1
2063,1,60000,540,32,9,288,28,18,3,1,4,6,7g,16g,1
2064,1,60000,120,9,14,126,9,4,2,1,6,2,4g,19g,1
2065,1,60000,750,33,38,1254,72,25,5,1,3,5,10g,4g,1
2066,1,60000,1260,21,26,546,40,42,6,1,4,7,7g,26g,1
2067,1,60000,360,45,1,45,104,12,3,1,1,4,13g,12g,1
2068,1,60000,210,15,44,660,24,7,7,1,2,1,9g,23g,1
2069,1,60000,480,39,20,780,88,16,4,1,5,4,2g,8g,1
2070,1,60000,360,3,7,21,56,12,2,1,4,6,12g,30g,1
2071,1,60000,450,27,32,864,120,15,5,1,7,3,5g,15g,1
2072,1,60000,240,24,4,96,96,8,4,1,7,2,11g,21g,1
2073,1,60000,150,49,29,1421,32,5,1,1,4,5,4g,6g,1
2074,1,60000,630,12,41,492,128,21,3,1,5,7,8g,28g,1
2075,1,60000,720,36,17,612,64,24,6,1,2,4,1g,14g,1
2076,1,60000,240,6,35,210,80,8,4,1,2,2,6g,17g,1
2077,1,60000,1050,30,10,300,17,35,7,1,5,5,13g,3g,1
2078,1,60000,900,18,23,414,112,30,5,1,3,6,3g,24g,1
2079,1,60000,180,42,47,1974,48,6,2,1,6,3,9g,10g,1
2080,1,60000,1080,5,2,10,122,36,6,1,2,6,4g,23g,1
2081,1,60000,270,29,27,783,58,9,3,1,5,3,11g,9g,1
2082,1,60000,120,17,39,663,90,4,2,1,4,2,1g,16g,1
2083,1,60000,750,42,14,588,26,25,5,1,7,5,8g,1g,1
2084,1,60000,180,23,33,759,106,6,1,1,6,6,12g,27g,1
2085,1,60000,360,48,8,384,42,12,4,1,3,3,6g,12g,1
2086,1,60000,180,11,20,220,74,6,6,1,4,1,9g,19g,1
2087,1,60000,360,36,45,1620,11,12,3,1,1,4,3g,5g,1
2088,1,60000,840,14,17,238,34,28,4,1,1,7,10g,29g,1
2089,1,60000,840,39,42,1638,98,28,7,1,4,4,3g,14g,1
2090,1,60000,300,2,30,60,3,10,5,1,3,2,13g,21g,1
2091,1,60000,300,26,5,130,66,10,2,1,6,5,7g,7g,1
2092,1,60000,900,8,48,384,50,30,5,1,6,6,2g,25g,1
2093,1,60000,180,32,23,736,114,6,2,1,3,3,8g,10g,1
2094,1,60000,90,20,11,220,19,3,3,1,5,1,5g,18g,1
2095,1,60000,720,45,36,1620,82,24,6,1,2,4,12g,3g,1
2096,1,60000,600,22,43,946,78,20,5,1,3,4,9g,2g,1
2097,1,60000,420,46,19,874,15,14,2,1,6,7,2g,17g,1
2098,1,60000,600,9,7,63,110,20,4,1,2,5,12g,9g,1
2099,1,60000,420,34,31,1054,46,14,7,1,5,2,5g,24g,1
2100,1,60000,270,3,25,75,94,9,3,1,4,3,4g,6g,1
2101,1,60000,1080,28,49,1372,30,36,6,1,1,6,10g,20g,1
2102,1,60000,480,16,37,592,126,16,4,1,6,4,7g,13g,1
2103,1,60000,30,40,13,520,62,1,1,1,3,1,14g,28g,1
2104,1,60000,240,13,28,364,22,8,2,1,3,4,6g,8g,1
2105,1,60000,1050,37,4,148,86,35,5,1,6,7,13g,22g,1
2106,1,60000,1050,25,16,400,54,35,7,1,2,5,3g,15g,1
2107,1,60000,240,49,40,1960,118,8,4,1,5,2,10g,29g,1
2108,1,60000,540,19,10,190,7,18,6,1,5,3,11g,4g,1
2109,1,60000,540,43,34,1462,70,18,3,1,2,6,5g,19g,1
2110,1,60000,300,6,46,276,38,10,2,1,7,5,8g,11g,1
2111,1,60000,300,31,22,682,102,10,5,1,4,2,1g,26g,1
2112,1,60000,540,11,46,506,85,18,3,1,3,6,6g,13g,1
2113,1,60000,540,36,22,792,21,18,6,1,6,3,12g,27g,1
2114,1,60000,150,24,9,216,117,5,5,1,1,1,3g,6g,1
2115,1,60000,240,48,34,1632,53,8,2,1,4,4,9g,20g,1
2116,1,60000,720,18,15,270,69,24,4,1,5,6,14g,9g,1
2117,1,60000,90,42,40,1680,6,3,1,1,2,3,7g,24g,1
2118,1,60000,180,5,28,140,101,6,3,1,6,2,11g,2g,1
2119,1,60000,900,30,3,90,37,30,6,1,3,5,4g,16g,1
2120,1,60000,1260,21,37,777,14,42,7,1,4,6,10g,11g,1
2121,1,60000,360,45,12,540,77,12,4,1,7,3,3g,26g,1
2122,1,60000,60,8,25,200,45,2,2,1,2,1,13g,4g,1
2123,1,60000,600,33,49,1617,109,20,5,1,5,4,7g,18g,1
2124,1,60000,420,2,6,12,29,14,2,1,5,7,2g,15g,1
2125,1,60000,600,27,31,837,93,20,5,1,2,4,8g,29g,1
2126,1,60000,360,14,43,602,61,12,6,1,6,2,5g,7g,1
2127,1,60000,450,39,18,702,125,15,3,1,3,5,11g,22g,1
2128,1,60000,180,16,11,176,97,6,2,1,1,3,8g,19g,1
2129,1,60000,900,40,35,1400,33,30,5,1,4,6,1g,5g,1
2130,1,60000,840,4,48,192,65,28,7,1,3,4,11g,26g,1
2131,1,60000,120,28,23,644,2,4,4,1,6,1,5g,12g,1
2132,1,60000,540,10,29,290,113,18,6,1,7,3,3g,16g,1
2133,1,60000,540,34,5,170,49,18,3,1,4,6,9g,1g,1
2134,1,60000,150,22,17,374,81,5,1,1,5,5,6g,23g,1
2135,1,60000,240,47,41,1927,18,8,4,1,2,2,13g,8g,1
2136,1,60000,450,7,20,140,57,15,5,1,2,3,7g,17g,1
2137,1,60000,360,31,45,1395,121,12,2,1,5,6,13g,3g,1
2138,1,60000,600,19,32,608,25,20,4,1,3,5,4g,25g,1
2139,1,60000,420,44,8,352,89,14,7,1,6,2,10g,10g,1
2140,1,60000,360,25,38,950,41,12,3,1,6,4,12g,21g,1
2141,1,60000,1260,50,14,700,105,42,6,1,3,7,5g,7g,1
2142,1,60000,750,13,2,26,10,25,5,1,4,5,9g,28g,1
2143,1,60000,120,37,26,962,73,4,2,1,1,2,2g,14g,1
2144,1,60000,720,23,24,552,31,24,6,1,7,4,13g,30g,1
2145,1,60000,90,47,48,2256,95,3,3,1,4,1,7g,15g,1
2146,1,60000,90,11,36,396,63,3,1,1,5,3,10g,22g,1
2147,1,60000,720,35,12,420,127,24,4,1,2,6,4g,8g,1
2148,1,60000,300,5,42,210,16,10,2,1,1,5,5g,26g,1
2149,1,60000,300,29,18,522,79,10,5,1,4,2,12g,12g,1
2150,1,60000,630,17,5,85,47,21,7,1,3,3,2g,19g,1
2151,1,60000,720,41,30,1230,111,24,4,1,6,6,8g,4g,1
2152,1,60000,450,8,9,72,71,15,3,1,6,5,1g,24g,1
2153,1,60000,360,32,33,1056,8,12,6,1,3,2,8g,10g,1
2154,1,60000,360,20,45,900,103,12,4,1,5,3,4g,17g,1
2155,1,60000,180,44,21,924,39,6,1,1,2,6,11g,2g,1
2156,1,60000,750,14,27,378,87,25,5,1,2,5,9g,28g,1
2157,1,60000,120,38,2,76,23,4,2,1,5,2,3g,13g,1
2158,1,60000,360,1,15,15,119,12,3,1,4,4,12g,21g,1
2159,1,60000,1260,26,39,1014,55,42,6,1,7,7,6g,6g,1
2160,1,60000,150,3,35,105,43,5,5,1,5,1,3g,7g,1
2161,1,60000,240,27,10,270,107,8,2,1,2,4,10g,21g,1
2162,1,60000,540,15,22,330,12,18,3,1,7,6,6g,14g,1
2163,1,60000,540,40,47,1880,75,18,6,1,4,3,13g,29g,1
2164,1,60000,240,21,4,84,59,8,4,1,3,2,8g,3g,1
2165,1,60000,1050,46,28,1288,123,35,7,1,6,5,2g,18g,1
2166,1,60000,1050,9,41,369,27,35,5,1,2,7,11g,11g,1
2167,1,60000,240,34,16,544,91,8,2,1,5,4,5g,25g,1
2168,1,60000,60,18,50,900,115,2,1,1,4,2,12g,2g,1
2169,1,60000,600,43,25,1075,51,20,4,1,1,5,6g,16g,1
2170,1,60000,1080,6,13,78,83,36,6,1,6,6,9g,9g,1
2171,1,60000,270,31,38,1178,20,9,3,1,3,3,2g,23g,1
2172,1,60000,360,12,19,228,99,12,6,1,3,2,7g,5g,1
2173,1,60000,450,37,44,1628,35,15,3,1,6,5,14g,20g,1
2174,1,60000,420,24,31,744,67,14,2,1,2,7,4g,12g,1
2175,1,60000,600,49,7,343,4,20,5,1,5,4,10g,27g,1
2176,1,60000,360,2,16,32,76,12,2,1,7,6,8g,28g,1
2177,1,60000,450,27,41,1107,12,15,5,1,4,3,2g,13g,1
2178,1,60000,180,14,29,406,107,6,6,1,5,1,12g,21g,1
2179,1,60000,360,39,4,156,44,12,3,1,2,4,5g,6g,1
2180,1,60000,1260,20,47,940,91,42,6,1,2,7,3g,24g,1
2181,1,60000,360,45,22,990,28,12,3,1,5,4,10g,10g,1
2182,1,60000,60,8,10,80,123,2,1,1,3,2,7g,17g,1
2183,1,60000,600,33,35,1155,60,20,4,1,6,5,13g,3g,1
2184,1,60000,900,17,1,17,20,30,5,1,6,6,6g,26g,1
2185,1,60000,180,42,26,1092,84,6,2,1,3,3,12g,12g,1
2186,1,60000,120,5,38,190,52,4,4,1,4,1,3g,19g,1
2187,1,60000,840,30,13,390,115,28,7,1,1,4,9g,4g,1
2188,1,60000,540,11,32,352,4,18,3,1,2,6,11g,30g,1
2189,1,60000,540,36,7,252,68,18,6,1,5,3,4g,15g,1
2190,1,60000,240,23,19,437,36,8,4,1,4,2,8g,23g,1
2191,1,60000,150,48,44,2112,99,5,1,1,7,5,1g,8g,1
2192,1,60000,360,25,27,675,127,12,4,1,5,3,5g,5g,1
2193,1,60000,1260,49,3,147,64,42,7,1,2,6,11g,20g,1
2194,1,60000,750,13,15,195,95,25,5,1,6,5,1g,13g,1
2195,1,60000,120,37,39,1443,32,4,2,1,3,2,8g,27g,1
2196,1,60000,480,7,9,63,111,16,4,1,3,4,13g,2g,1
2197,1,60000,210,31,33,1023,48,7,1,1,6,7,6g,16g,1
2198,1,60000,450,19,45,855,80,15,3,1,1,5,10g,9g,1
2199,1,60000,360,43,21,903,16,12,6,1,4,2,3g,23g,1
2200,1,60000,630,10,42,420,40,21,7,1,5,3,10g,3g,1
2201,1,60000,720,34,18,612,103,24,4,1,2,6,4g,18g,1
2202,1,60000,240,22,6,132,8,8,2,1,6,4,14g,11g,1
2203,1,60000,150,46,30,1380,72,5,5,1,3,1,7g,25g,1
2204,1,60000,180,16,24,384,56,6,2,1,4,3,2g,7g,1
2205,1,60000,900,40,49,1960,119,30,5,1,7,6,9g,22g,1
2206,1,60000,900,4,36,144,24,30,6,1,2,5,6g,14g,1
2207,1,60000,180,28,12,336,87,6,3,1,5,2,12g,29g,1
2208,1,60000,480,14,40,560,2,16,4,1,3,4,4g,15g,1
2209,1,60000,30,38,16,608,66,1,1,1,6,1,11g,29g,1
2210,1,60000,270,1,3,3,34,9,3,1,2,3,7g,8g,1
2211,1,60000,1080,26,28,728,97,36,6,1,5,6,14g,22g,1
2212,1,60000,600,7,22,154,18,20,4,1,5,5,9g,11g,1
2213,1,60000,420,32,46,1472,82,14,7,1,2,2,2g,26g,1
2214,1,60000,600,20,34,680,50,20,5,1,7,4,12g,4g,1
2215,1,60000,420,44,9,396,113,14,2,1,4,7,6g,18g,1
2216,1,60000,120,4,31,124,89,4,1,1,4,4,11g,9g,1
2217,1,60000,120,29,6,174,26,4,4,1,7,1,5g,24g,1
2218,1,60000,540,17,19,323,121,18,6,1,2,3,8g,2g,1
2219,1,60000,540,41,43,1763,58,18,3,1,5,6,2g,17g,1
2220,1,60000,900,23,13,299,74,30,6,1,4,5,7g,13g,1
2221,1,60000,180,47,37,1739,10,6,3,1,1,2,13g,27g,1
2222,1,60000,180,10,49,490,105,6,2,1,6,3,3g,6g,1
2223,1,60000,900,35,25,875,42,30,5,1,3,6,10g,20g,1
2224,1,60000,360,12,5,60,54,12,6,1,1,2,13g,21g,1
2225,1,60000,450,36,29,1044,117,15,3,1,4,5,6g,7g,1
2226,1,60000,360,24,42,1008,22,12,2,1,3,6,9g,28g,1
2227,1,60000,450,49,17,833,85,15,5,1,6,3,3g,14g,1
2228,1,60000,120,18,36,648,38,4,2,1,6,2,5g,18g,1
2229,1,60000,750,43,11,473,101,25,5,1,3,5,11g,3g,1
2230,1,60000,1470,6,23,138,6,49,7,1,5,7,1g,25g,1
2231,1,60000,480,30,48,1440,70,16,4,1,2,4,8g,10g,1
2232,1,60000,90,21,14,294,109,3,3,1,2,1,2g,16g,1
2233,1,60000,720,46,39,1794,46,24,6,1,5,4,9g,1g,1
2234,1,60000,720,9,26,234,78,24,4,1,4,6,5g,23g,1
2235,1,60000,90,33,2,66,14,3,1,1,7,3,12g,8g,1
2236,1,60000,300,3,45,135,125,10,5,1,6,2,10g,19g,1
2237,1,60000,300,27,20,540,62,10,2,1,3,5,4g,5g,1
2238,1,60000,630,15,8,120,93,21,3,1,4,7,13g,27g,1
2239,1,60000,720,40,32,1280,30,24,6,1,1,4,7g,12g,1
2240,1,60000,150,20,8,160,45,5,1,1,2,5,3g,25g,1
2241,1,60000,240,45,32,1440,108,8,4,1,5,2,9g,10g,1
2242,1,60000,720,8,44,352,13,24,6,1,3,4,6g,18g,1
2243,1,60000,630,32,20,640,77,21,3,1,6,7,13g,3g,1
2244,1,60000,1050,2,26,52,61,35,7,1,6,5,8g,29g,1
2245,1,60000,240,26,1,26,124,8,4,1,3,2,1g,14g,1
2246,1,60000,180,14,14,196,29,6,2,1,4,3,11g,21g,1
2247,1,60000,900,38,38,1444,92,30,5,1,1,6,4g,7g,1
2248,1,60000,600,11,23,253,116,20,4,1,1,5,12g,27g,1
2249,1,60000,60,35,47,1645,53,2,1,1,4,2,5g,12g,1
2250,1,60000,270,23,35,805,84,9,3,1,3,3,8g,20g,1
2251,1,60000,1080,48,11,528,21,36,6,1,6,6,2g,5g,1
2252,1,60000,360,17,41,697,100,12,3,1,7,4,7g,23g,1
2253,1,60000,180,41,17,697,37,6,6,1,4,1,13g,9g,1
2254,1,60000,450,5,5,25,69,15,5,1,5,3,4g,16g,1
2255,1,60000,360,29,29,841,5,12,2,1,2,6,10g,1g,1
2256,1,60000,180,6,49,294,25,6,3,1,4,2,14g,4g,1
2257,1,60000,900,31,24,744,88,30,6,1,7,5,7g,19g,1
2258,1,60000,1050,18,12,216,57,35,5,1,2,7,10g,11g,1
2259,1,60000,240,43,37,1591,120,8,2,1,5,4,4g,26g,1
2260,1,60000,300,25,18,450,9,10,5,1,5,2,6g,8g,1
2261,1,60000,300,49,43,2107,73,10,2,1,2,5,12g,22g,1
2262,1,60000,720,12,31,372,41,24,4,1,6,6,2g,15g,1
2263,1,60000,630,37,6,222,104,21,7,1,3,3,9g,30g,1
2264,1,60000,360,15,34,510,65,12,6,1,3,2,2g,6g,1
2265,1,60000,450,40,9,360,1,15,3,1,6,5,8g,20g,1
2266,1,60000,210,3,21,63,96,7,1,1,1,7,5g,13g,1
2267,1,60000,480,28,46,1288,33,16,4,1,4,4,11g,28g,1
2268,1,60000,60,9,3,27,81,2,2,1,5,1,10g,2g,1
2269,1,60000,600,34,27,918,17,20,5,1,2,4,3g,17g,1
2270,1,60000,1080,22,40,880,112,36,6,1,6,6,13g,10g,1
2271,1,60000,270,46,15,690,49,9,3,1,3,3,6g,24g,1
2272,1,60000,1050,9,37,333,102,35,5,1,4,7,8g,9g,1
2273,1,60000,240,33,13,429,39,8,2,1,1,4,2g,24g,1
2274,1,60000,180,21,25,525,71,6,3,1,6,2,12g,2g,1
2275,1,60000,900,45,50,2250,7,30,6,1,3,5,5g,16g,1
2276,1,60000,540,15,7,105,118,18,3,1,3,6,3g,13g,1
2277,1,60000,540,39,31,1209,55,18,6,1,6,3,10g,27g,1
2278,1,60000,120,2,44,88,86,4,4,1,2,1,7g,6g,1
2279,1,60000,120,27,19,513,23,4,1,1,5,4,13g,20g,1
2280,1,60000,360,24,47,1128,63,12,2,1,5,6,7g,15g,1
2281,1,60000,450,48,22,1056,126,15,5,1,2,3,14g,29g,1
2282,1,60000,420,12,10,120,31,14,7,1,7,2,4g,7g,1
2283,1,60000,600,36,34,1224,94,20,4,1,4,5,11g,22g,1
2284,1,60000,1080,5,16,80,47,36,6,1,3,6,12g,11g,1
2285,1,60000,270,30,40,1200,110,9,3,1,6,3,6g,25g,1
2286,1,60000,60,18,28,504,15,2,2,1,1,1,9g,4g,1
2287,1,60000,600,42,4,168,79,20,5,1,4,4,3g,18g,1
2288,1,60000,840,19,21,399,83,28,7,1,6,4,5g,17g,1
2289,1,60000,840,44,45,1980,19,28,4,1,3,7,12g,3g,1
2290,1,60000,300,7,33,231,114,10,2,1,5,5,2g,25g,1
2291,1,60000,300,31,8,248,51,10,5,1,2,2,9g,10g,1
2292,1,60000,90,13,39,507,67,3,1,1,2,3,14g,21g,1
2293,1,60000,720,38,14,532,3,24,4,1,5,6,7g,6g,1
2294,1,60000,900,25,2,50,98,30,6,1,4,5,10g,28g,1
2295,1,60000,180,50,27,1350,35,6,3,1,7,2,4g,14g,1
2296,1,60000,480,4,11,44,11,16,4,1,7,4,9g,23g,1
2297,1,60000,1470,28,36,1008,75,49,7,1,4,7,3g,8g,1
2298,1,60000,750,16,48,768,43,25,5,1,5,5,13g,30g,1
2299,1,60000,120,41,24,984,106,4,2,1,2,2,6g,15g,1
2300,1,60000,450,22,30,660,27,15,5,1,1,3,1g,19g,1
2301,1,60000,360,47,5,235,90,12,2,1,4,6,8g,5g,1
2302,1,60000,360,10,18,180,59,12,3,1,3,4,5g,26g,1
2303,1,60000,180,35,42,1470,122,6,6,1,6,1,11g,12g,1
2304,1,60000,360,10,13,130,25,12,4,1,4,3,10g,6g,1
2305,1,60000,180,35,38,1330,88,6,1,1,7,6,4g,20g,1
2306,1,60000,360,22,50,1100,56,12,3,1,2,4,14g,13g,1
2307,1,60000,180,47,25,1175,120,6,6,1,5,1,7g,28g,1
2308,1,60000,360,16,31,496,9,12,3,1,4,4,2g,2g,1
2309,1,60000,1260,41,7,287,72,42,6,1,1,7,9g,17g,1
2310,1,60000,750,4,19,76,41,25,5,1,6,5,5g,9g,1
2311,1,60000,120,29,44,1276,104,4,2,1,3,2,12g,24g,1
2312,1,60000,180,25,22,550,80,6,2,1,3,3,5g,4g,1
2313,1,60000,900,50,47,2350,17,30,5,1,6,6,11g,18g,1
2314,1,60000,720,13,34,442,112,24,6,1,2,4,1g,11g,1
2315,1,60000,90,38,10,380,49,3,3,1,5,1,8g,26g,1
2316,1,60000,630,7,41,287,96,21,7,1,5,3,13g,8g,1
2317,1,60000,720,32,16,512,33,24,4,1,2,6,6g,22g,1
2318,1,60000,300,19,4,76,128,10,2,1,7,5,10g,15g,1
2319,1,60000,300,44,28,1232,64,10,5,1,4,2,3g,29g,1
2320,1,60000,1080,18,45,810,37,36,6,1,2,6,7g,27g,1
2321,1,60000,270,42,21,882,100,9,3,1,5,3,13g,12g,1
2322,1,60000,60,6,8,48,5,2,1,1,4,2,3g,19g,1
2323,1,60000,600,30,33,990,68,20,4,1,7,5,10g,5g,1
